director;id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;runtime;release_date
Cédric Klapisch;13245;Atanarjuat;3.093;1934000;3786801;Fantasy|Drama;36;7.2;172;2002-02-01
Zacharias Kunuk;13098;Paid in Full;6.144;0;3090862;Action|Crime|Drama;107;7.0;93;2002-10-25
Charles Stone III;15155;G;3.303;0;3020784;Drama|Romance;7;6.8;96;2002-05-10
Christopher Scott Cherot;39141;Tadpole;5.912;150000;2891288;Drama|Comedy|Romance;38;5.9;78;2002-11-01
Gary Winick;25461;Raising Victor Vargas;3.052;800000;2816116;Drama|Romance;26;7.5;88;2002-05-16
Peter Sollett;19973;Comedian;7.271;0;2744253;Comedy|Documentary;38;6.9;82;2002-10-25
Christian Charles;56836;小孩不笨;2.717;710000;2700000;Comedy;9;7.0;105;2002-02-09
Jack Neo;15186;Full Frontal;6.051;2000000;2506446;Comedy|Drama|Romance;45;5.0;96;2002-08-02
Steven Soderbergh;54117;쓰리;3.076;0;2425000;Horror|Mystery;30;6.0;140;2002-07-09
Nonzee Nimibutr;12576;Deathwatch;7.584;0;2270658;Drama|Horror|Thriller|War;93;5.9;94;2002-10-06
M.J. Bassett;25006;State Property;3.83;0;2106838;Action|Crime|Drama;16;6.2;88;2002-01-18
Abdul Malik Abbott;14112;Auto Focus;8.2;7000000;2062066;Crime|Drama;90;6.3;104;2002-10-18
Paul Schrader;99116;ஏப்ரல் மாதத்தில்;0.6;400000;2000000;Romance;3;5.5;153;2002-11-29
S S Stanley;4689;복수는 나의 것;10.342;4000000;1954937;Action|Drama|Thriller;613;7.4;121;2002-03-29
Park Chan-wook;37748;800 balas;6.362;4380750;1947000;Action|Comedy|Western;37;6.1;124;2002-10-18
Álex de la Iglesia;69725;Vivancos 3;0.699;0;1453555;Action|Comedy|Thriller;3;4.7;89;2002-06-07
Albert Saguer;29047;The Kid Stays in the Picture;4.342;40000;1434436;Documentary;37;7.1;93;2002-08-16
Nanette Burstein;18323;Joshua;2.998;0;1347988;Drama;13;6.8;91;2002-04-19
Jon Purdy;13441;Roger Dodger;8.035;0;1260761;Comedy|Drama;93;6.0;106;2002-05-09
Dylan Kidd;312274;一见钟情;0.841;220000;1200000;;0;0.0;99;2002-02-01
Gang Xia;71480;하얀방;1.492;0;1155954;;5;5.0;95;2002-11-15
Chang-jae Lim;12093;Lilja 4-Ever;7.942;4600000;1007747;Crime|Drama;257;7.8;109;2002-08-23
Lukas Moodysson;35024;Monique;3.554;984936;984936;Comedy|Drama;28;5.0;92;2002-08-21
Valérie Guignabodet;92384;Trois 2: Pandora's Box;2.573;800000;833779;Drama|Thriller|Romance;7;5.7;None;2002-08-09
Rob Hardy;54474;Звезда;1.285;1300000;809000;War|Drama;12;6.0;97;2002-05-06
Nikolay Lebedev;979;Irréversible;14.559;0;792200;Drama|Thriller|Crime|Mystery;1168;7.1;93;2002-05-22
Gaspar Noé;4107;Bloody Sunday;5.648;0;773228;Action|Adventure|Drama|History;132;7.3;107;2002-01-16
Paul Greengrass;11468;The Salton Sea;8.595;18000000;676698;Crime|Drama|Mystery|Thriller;178;6.7;103;2002-01-01
D.J. Caruso;12590;Below;8.439;40000000;605562;Thriller|Horror|Mystery;211;6.1;105;2002-08-11
David Twohy;12779;Swept Away;9.305;10000000;598645;Comedy|Romance;126;4.6;89;2002-10-11
Guy Ritchie;15370;猫の恩返し;11.993;0;522911;Adventure|Fantasy|Animation|Drama|Family;775;7.3;75;2002-07-19
Hiroyuki Morita;78528;Manna from Heaven;0.88;0;505675;Comedy;0;0.0;119;2002-09-14
Maria Burton;69419;ரெட்;1.696;500000;500000;Action|Crime|Drama|Romance|Thriller;4;4.9;157;2002-05-05
Singampuli;69418;ராஜா;3.692;500000;500000;Drama;3;4.0;157;2002-07-05
Ezhil;7090;Ken Park;8.95;1300000;447741;Drama;263;5.9;97;2002-08-31
Larry Clark;13439;The Tracker;4.894;0;442000;Drama|History|Western;24;7.0;90;2002-08-08
Rolf de Heer;22707;Amandla! A Revolution in Four-Part Harmony;1.36;0;405331;Documentary;3;8.0;103;2002-09-21
Lee Hirsch;152512;ਜੀ ਆਇਆਂ ਨੂੰ;0.621;170000;400000;;1;8.0;130;2002-12-02
NA;41955;Антикиллер;1.52;5000000;340312;Action|Crime;10;5.1;113;2002-08-01
Yegor Konchalovsky;66085;Небо. Самолёт. Девушка.;0.854;0;314195;;5;4.3;91;2002-09-02
Vera Storozheva;70527;Mala noćna muzika;1.418;200000;286000;Comedy;7;7.7;95;2002-01-01
Dejan Zečević;21118;Waking Up in Reno;4.816;0;261603;Comedy|Romance;41;5.1;91;2002-12-13
Jordan Brady;50123;Skins;1.396;0;249204;Action|Drama;4;4.8;84;2002-09-27
Chris Eyre;24488;Demonlover;4.201;7900000;231800;Thriller|Drama|Mystery|Horror;30;5.4;121;2002-05-19
Olivier Assayas;312927;മീശ മാധവൻ;3.2;0;225000;Action|Comedy|Drama;11;7.9;165;2002-07-04
Lal Jose;8439;Ônibus 174;3.908;0;217201;Documentary;67;7.7;150;2002-10-22
José Padilha;108307;Deseo;1.428;0;214000;Drama|Romance;7;6.0;106;2002-10-10
Gerardo Vera;251053;Washington Heights;1.653;0;156021;Drama|Romance;3;8.5;89;2002-05-22
Alfredo De Villa;10894;May;9.018;500000;150277;Drama|Horror|Romance;293;6.4;93;2002-01-13
Lucky McKee;54580;Los lunes al sol;4.386;4000000;146402;Drama;79;7.2;113;2002-09-27
Fernando León de Aranoa;25853;Dahmer;6.94;250000;144008;Drama|Horror;95;5.3;101;2002-06-21
David Jacobson;558103;Одиночество крови;0.6;1500000;139622;Thriller;0;0.0;96;2002-11-13
Roman Prygunov;14633;ده;3.615;0;105656;Drama;43;7.3;94;2002-05-20
Abbas Kiarostami;35712;Choses secrètes;5.304;0;105090;Drama;43;6.0;115;2002-10-16
Jean-Claude Brisseau;18072;Pure;4.019;0;102471;Drama;23;6.6;96;2002-09-13
Gillies MacKinnon;49872;Hansel & Gretel;6.1;0;100477;Comedy|Family|Fantasy;20;5.4;89;2002-10-16
Gary J. Tunnicliffe;51927;Stevie;3.656;0;97000;Documentary|Drama;19;6.7;140;2002-09-09
Steve James;309303;Todo menos la chica;0.6;1200000;93059;Comedy;1;4.0;None;2002-02-19
Jesús R. Delgado;33693;Funny Ha Ha;3.747;0;76901;Drama|Comedy;15;6.4;89;2002-09-20
Andrew Bujalski;27915;Balseros;0.6;0;62153;Documentary;6;8.0;120;2002-04-12
Josep Maria Domènech;72996;Дом дураков;2.283;2500000;57862;Drama|Romance|War;17;6.2;104;2002-12-06
Andrei Konchalovsky;35265;L'imbalsamatore;4.541;0;56878;Drama|Romance;66;7.1;101;2002-09-06
Matteo Garrone;490358;New Year's Eve;1.701;15000;50000;Romance;1;4.0;16;2002-11-18
Col Spector;81083;మన్మథుడు;1.891;0;37000;Comedy|Drama;6;6.0;142;2002-12-20
K. Vijaya Bhaskar;1836;Dans ma peau;4.122;0;31046;Drama|Horror;62;6.3;93;2002-12-04
Marina de Van;184835;Teddy Bears' Picnic;0.6;0;28149;;0;0.0;80;2002-03-29
Harry Shearer;97350;अग्नि वर्षा;0.67;0;25049;Drama|Fantasy;1;5.0;130;2002-08-30
Arjun Sajnani;19085;Vulgar;3.674;120000;14904;Drama|Horror|Thriller|Crime;27;5.3;87;2002-04-26
Bryan Johnson;484330;不寒而慄;0.84;0;14720;Horror;0;0.0;None;2002-04-11
Chow Jan-Wing;21925;Naqoyqatsi;6.556;3000000;13308;Documentary|Drama|Music|Thriller;69;6.5;89;2002-09-02
Godfrey Reggio;386770;Kolah ghermezi va Sarvenaz;0.6;10000;10000;Comedy;2;6.8;95;2002-01-01
Iraj Tahmasb;43975;Donya;1.121;10000;10000;Drama|Romance;1;6.0;108;2002-01-01
Manuchehr Mosayyeri;452343;Asiri;0.6;10000;10000;Drama;0;0.0;83;2002-01-01
Mohammad Ali Sajjadi;44078;Dokhtar-e shirini-foroosh;0.6;10000;10000;Drama|Romance;0;0.0;105;2002-01-01
Iraj Tahmasb;47226;Heremakono;1.686;0;7406;Drama|Music;12;6.3;91;2002-05-19
Abderrahmane Sissako;383069;Memento;1.4;0;2689;Thriller;2;7.0;84;2002-11-28
Roger Lau Kwok-Fai;7294;Mies vailla menneisyyttä;6.588;0;921;Romance|Comedy|Drama;126;7.3;97;2002-03-01
Aki Kaurismäki;409290;Avenge;1.341;1200;230;Crime;0;0.0;80;2002-02-15
Gary Green;263467;Got 2 Believe;1.241;0;112;Romance;1;8.0;113;2002-02-27
Olivia M. Lamasan;61340;Beyond the Gates of Splendor;0.853;0;38;Documentary;0;0.0;96;2002-01-01
Jim Hanon;274431;Entre Bateas;0.6;0;27;Action|Drama;0;0.0;None;2002-03-28
Jorge Coira;220361;Dead River Rough Cut;0.6;0;24;;1;6.0;47;2002-09-20
NA;54119;Ultimate X: The Movie;0.954;0;4;Documentary;2;3.8;47;2002-08-14
Bruce Hendricks;161244;Desmundo;0.807;3;3;Drama|Romance;5;6.6;101;2002-11-08
Alain Fresnot;69006;Chopin. Pragnienie miłości;1.651;0;3;Drama|Romance;5;5.8;None;2002-03-01
Jerzy Antczak;607455;Baptistman's Big Race;0.6;0;0;Comedy;1;10.0;7;2002-09-25
Tom Bartmer;601459;るろうに剣心-明治剣客浪漫譚-』星霜編 ～特別版～;0.632;0;0;Action|Animation|Drama|History|Romance;1;10.0;98;2002-09-10
古橋一浩;589692;Riverdance: The Show;0.6;0;0;Music;1;10.0;None;2002-05-14
John McColgan;581265;Stages: Three Days in Mexico;0.6;100000;0;;1;10.0;60;2002-12-07
Judy Hoffman;565577;Arthur: It's Only Rock 'n' Roll;0.871;0;0;Animation|Drama|Comedy|Music;1;10.0;50;2002-09-01
Greg Bailey;565498;Eliana: É Dez;0.6;0;0;Music|Comedy|Science Fiction;1;10.0;45;2002-08-30
João Elias Jr.;560538;CinéMagique;0.6;0;0;;1;10.0;25;2002-03-16
Jerry Rees;548656;Anne Braden: Southern Patriot;0.991;0;0;Documentary|History;1;10.0;77;2002-09-16
Mimi Pickering;536320;Yö Live – 20-vuotisjuhlakonsertti;0.6;0;0;Music;1;10.0;None;2002-03-22
Marko Antila;528450;Spider-Man: The Mythology of the 21st Century;0.6;0;0;Documentary;1;10.0;25;2002-08-01
Josh Oreck;523791;The Two;0.6;700;0;Action|Western|Fantasy;2;10.0;6;2002-11-17
Dmitry Frolov;652264;The Lord of the Rings Trilogy;0.84;281000000;2910000000;Action|Adventure|Fantasy;2;10.0;660;2003-12-13
Peter Jackson;122;The Lord of the Rings: The Return of the King;36.206;94000000;1118888979;Adventure|Fantasy|Action;14179;8.4;201;2003-12-01
Peter Jackson;12;Finding Nemo;31.668;94000000;940335536;Animation|Family;12536;7.8;100;2003-05-30
Andrew Stanton;604;The Matrix Reloaded;29.605;150000000;738599701;Adventure|Action|Thriller|Science Fiction;6194;6.9;138;2003-05-15
Lilly Wachowski;22;Pirates of the Caribbean: The Curse of the Black Pearl;44.508;140000000;655011224;Adventure|Fantasy|Action;13284;7.7;143;2003-07-09
Gore Verbinski;310;Bruce Almighty;23.193;80000000;484572835;Fantasy|Comedy;6801;6.6;101;2003-05-23
Tom Shadyac;616;The Last Samurai;15.446;140000000;456758981;Drama|Action|War|History;3763;7.5;154;2003-12-05
Edward Zwick;296;Terminator 3: Rise of the Machines;20.357;200000000;435000000;Action|Thriller|Science Fiction;3868;6.0;109;2003-07-02
Jonathan Mostow;605;The Matrix Revolutions;18.666;150000000;424988211;Adventure|Action|Thriller|Science Fiction;5563;6.6;129;2003-11-03
Lilly Wachowski;13433;Japanese Story;3.914;32000000;424707060;Drama|Romance;36;6.4;110;2003-08-30
Sue Brooks;36658;X2;2.142;110000000;407711549;Adventure|Action|Science Fiction|Thriller;6599;7.0;133;2003-04-24
Bryan Singer;36218;劇場版ポケットモンスター アドバンスジェネレーション 七夜の願い星 ジラーチ;10.022;0;334000000;Action|Animation|Adventure|Family;121;6.3;81;2003-07-19
Kunihiko Yuyama;8961;Bad Boys II;19.063;130000000;273339556;Adventure|Action|Comedy|Thriller|Crime;2874;6.4;147;2003-07-18
Michael Bay;6964;Something's Gotta Give;9.934;80000000;266728738;Drama|Comedy|Romance;819;6.5;128;2003-12-12
Nancy Meyers;9471;Charlie's Angels: Full Throttle;17.682;120000000;259175788;Action|Adventure|Comedy;1798;5.4;106;2003-06-27
McG;1927;Hulk;16.367;137000000;245360480;Action|Science Fiction;3427;5.4;138;2003-06-19
Ang Lee;508;Love Actually;21.629;40000000;244931766;Comedy|Romance|Drama;3863;7.1;135;2003-09-07
Richard Curtis;584;2 Fast 2 Furious;2.616;76000000;236350661;Action|Crime|Thriller;4040;6.3;107;2003-06-05
John Singleton;8273;American Wedding;15.256;55000000;231449203;Comedy|Romance;2422;6.1;103;2003-08-01
Jesse Dylan;4256;Scary Movie 3;14.892;48000000;220673217;Comedy;2246;5.9;84;2003-10-24
David Zucker;8619;Master and Commander: The Far Side of the World;21.598;150000000;212011111;Adventure|Drama|War;1623;7.0;138;2003-11-14
Peter Weir;12279;Spy Kids 3-D: Game Over;12.82;38000000;197011982;Action|Adventure|Comedy|Family|Science Fiction;1231;5.0;84;2003-07-25
Robert Rodriguez;9506;Anger Management;14.123;75000000;195745823;Comedy;1783;6.0;106;2003-04-11
Peter Segal;11007;Cheaper by the Dozen;18.391;40000000;190212113;Comedy|Family;1689;6.2;98;2003-12-24
Shawn Levy;10756;The Haunted Mansion;11.738;90000000;182290266;Thriller|Fantasy|Comedy|Family|Mystery;1145;5.5;88;2003-11-25
Rob Minkoff;24;Kill Bill: Vol. 1;31.581;30000000;180949045;Action|Crime;10406;7.9;111;2003-10-10
Quentin Tarantino;8698;The League of Extraordinary Gentlemen;15.822;78000000;179265204;Fantasy|Action|Thriller|Science Fiction;2341;5.8;110;2003-07-11
Stephen Norrington;9480;Daredevil;14.325;78000000;179179718;Fantasy|Action|Crime|Science Fiction|Thriller;3084;5.1;103;2003-02-14
Mark Steven Johnson;9919;How to Lose a Guy in 10 Days;10.666;50000000;177371441;Comedy|Romance;1990;6.6;116;2003-02-07
Donald Petrie;9654;The Italian Job;18.52;60000000;176070171;Action|Crime;3329;6.7;110;2003-05-30
F. Gary Gray;10719;Elf;26.677;32000000;173398518;Comedy|Family|Fantasy;2162;6.6;97;2003-10-09
Jon Favreau;2289;Cold Mountain;10.221;79000000;173013509;Adventure|Drama|History|Romance;980;6.9;154;2003-12-24
Anthony Minghella;55384;Odoru daisosasen the movie 2: Rainbow Bridge wo fuusa seyo!;1.941;0;170030016;Action|Comedy|Drama|Crime;6;5.6;128;2003-07-19
Katsuyuki Motohiro;10708;Daddy Day Care;9.979;60000000;164433867;Comedy|Family;1256;5.8;92;2003-05-03
Steve Carr;9486;Johnny English;13.207;40000000;160583018;Adventure|Action|Comedy;1940;6.2;88;2003-03-14
Peter Howitt;322;Mystic River;16.537;25000000;156822020;Thriller|Crime|Drama|Mystery;3409;7.7;138;2003-10-07
Clint Eastwood;1996;Lara Croft: Tomb Raider - The Cradle of Life;16.815;95000000;156505388;Action|Adventure|Fantasy|Thriller;2737;5.7;117;2003-07-21
Jan de Bont;4464;Seabiscuit;8.342;87000000;148336445;Drama|History;444;6.9;141;2003-07-22
Gary Ross;4970;Gothika;11.635;40000000;141591324;Horror|Thriller;1304;6.0;98;2003-11-21
Mathieu Kassovitz;56427;Baywatch: Hawaiian Wedding;4.07;5500000;136000000;Action|Drama|Adventure;28;6.0;100;2003-02-28
Douglas Schwartz;14873;The Jungle Book 2;12.598;20000000;135680000;Family|Animation|Adventure;663;5.8;72;2003-02-07
Steve Trenbirth;10588;The Cat in the Hat;9.81;109000000;133818283;Fantasy|Family;817;5.1;82;2003-11-21
Bo Welch;10678;Bringing Down the House;8.852;20000000;132675402;Comedy;372;5.7;105;2003-03-07
Adam Shankman;1584;School of Rock;15.331;35000000;131282949;Comedy|Music;3216;7.0;110;2003-10-03
Richard Linklater;10327;Legally Blonde 2: Red, White & Blonde;11.307;45000000;124914842;Comedy;846;5.4;95;2003-07-02
Charles Herman-Wurmfeld;587;Big Fish;13.799;70000000;122919055;Adventure|Fantasy|Drama;4222;7.8;125;2003-12-25
Tim Burton;10601;Peter Pan;12.426;100000000;121975011;Adventure|Fantasy|Family;1539;7.2;113;2003-12-25
P.J. Hogan;11775;Intolerable Cruelty;8.921;60000000;119940815;Crime|Comedy|Romance;758;5.9;100;2003-09-02
Joel Coen;153;Lost in Translation;15.777;4000000;119723856;Drama|Romance|Comedy;3812;7.4;102;2003-08-31
Sofia Coppola;9257;S.W.A.T.;15.375;80000000;116643346;Action|Thriller|Crime;1343;6.0;117;2003-08-08
Clark Johnson;6466;Freddy vs. Jason;16.924;30000000;114908830;Horror;1241;5.8;97;2003-08-15
Ronny Yu;10330;Freaky Friday;12.607;26000000;110230332;Comedy|Fantasy;2204;6.2;97;2003-08-03
Mark Waters;9373;The Texas Chainsaw Massacre;11.993;9500000;107071655;Horror;1371;6.1;98;2003-05-21
Marcus Nispel;12090;Just Married;11.584;18000000;101564935;Comedy|Romance;751;5.5;95;2003-01-09
Shawn Levy;1647;The Recruit;13.799;0;101191884;Action|Thriller;940;6.3;115;2003-01-31
Roger Donaldson;1428;Once Upon a Time in Mexico;13.649;29000000;98185582;Action|Drama|Mystery;1160;6.3;102;2003-09-11
Robert Rodriguez;8696;Calendar Girls;8.869;10000000;96542059;Drama|Comedy;187;6.7;108;2003-09-02
Nigel Cole;277;Underworld;13.959;22000000;95708457;Fantasy|Action|Thriller;4084;6.7;121;2003-09-19
Len Wiseman;9620;Paycheck;13.23;60000000;95427515;Action|Adventure|Mystery|Science Fiction|Thriller;1002;6.1;119;2003-12-25
John Woo;9358;Final Destination 2;13.201;26000000;90426405;Horror|Mystery;2175;6.1;90;2003-01-31
David R. Ellis;6038;Shanghai Knights;11.794;50000000;88323487;Action|Adventure|Comedy|Western;1353;6.0;115;2003-02-06
David Dobkin;11635;Old School;13.841;24000000;87055349;Comedy;982;6.5;91;2003-02-21
Todd Phillips;9567;Tears of the Sun;13.526;70000000;85632458;Action|Drama|War;1054;6.5;121;2003-03-07
Antoine Fuqua;10159;The Rundown;9.851;85000000;80916492;Adventure|Action|Comedy|Thriller;1004;6.3;104;2003-09-26
Peter Berg;14411;Sinbad: Legend of the Seven Seas;16.678;60000000;80767884;Family|Animation|Adventure|Comedy;1049;6.8;86;2003-07-02
Tim Johnson;11329;Runaway Jury;10.741;60000000;80154140;Drama|Thriller;640;6.9;127;2003-10-09
Gary Fleder;338;Good bye, Lenin!;8.635;4800000;79384880;Comedy|Drama;1193;7.5;121;2003-02-09
Wolfgang Becker;10147;Bad Santa;16.156;23000000;76488889;Drama|Comedy|Crime;1207;6.5;92;2003-11-26
Terry Zwigoff;9341;The Core;14.398;60000000;74208267;Action|Thriller|Adventure|Science Fiction;894;5.6;136;2003-03-28
Jon Amiel;10715;Looney Tunes: Back in Action;7.458;80000000;68514844;Animation|Comedy|Family;729;6.0;93;2003-11-14
Joe Dante;2055;Open Range;12.742;22000000;68296293;Western;493;7.2;139;2003-08-29
Kevin Costner;1792;Stuck on You;10.962;55000000;65784503;Comedy;366;5.3;119;2003-12-10
Bobby Farrelly;7270;Matchstick Men;5.53;62000000;65565672;Comedy|Drama|Crime|Thriller;932;7.0;116;2003-09-01
Ridley Scott;2334;Taxi 3;14.543;14500000;65497208;Action|Comedy;795;5.6;82;2003-01-29
Gérard Krawczyk;10028;Honey;13.277;18000000;62646763;Romance|Music|Family;677;6.2;94;2003-11-24
Bille Woodruff;470;21 Grams;12.327;20000000;60427839;Drama|Crime|Thriller;1713;7.3;124;2003-09-06
Alejandro González Iñárritu;504;Monster;10.483;8000000;60378584;Crime|Drama;1091;7.2;110;2003-12-24
Patty Jenkins;10934;Under the Tuscan Sun;10.365;18000000;58878723;Romance|Comedy;391;6.6;113;2003-09-20
Audrey Wells;10923;Agent Cody Banks;10.017;28000000;58795814;Action;633;5.2;102;2003-03-14
Harald Zwart;10623;Cradle 2 the Grave;14.122;25000000;56489558;Action|Crime|Drama;432;5.8;101;2003-02-28
Andrzej Bartkowiak;18736;The Lizzie McGuire Movie;10.13;17000000;55534455;Family|Comedy;707;6.0;94;2003-05-02
Jim Fall;2116;Out of Time;10.505;50000000;55495563;Thriller|Crime|Drama;574;6.2;105;2003-10-03
Carl Franklin;83;Open Water;9.974;130000;54667954;Drama|Thriller|Horror;622;5.4;79;2003-12-29
Chris Kentis;13920;Radio;7.236;32000000;52277485;Drama;324;6.9;109;2003-10-24
Mike Tollin;11375;Hollywood Homicide;8.104;75000000;51142659;Action|Adventure|Comedy|Thriller;323;5.2;116;2003-06-09
Ron Shelton;10735;What a Girl Wants;12.073;20000000;50700000;Comedy|Romance|Drama;943;6.0;105;2003-03-27
Dennie Gordon;11078;National Security;9.834;0;50097949;Action|Comedy|Crime|Thriller;465;5.6;88;2003-01-17
Dennis Dugan;8409;A Man Apart;8.308;36000000;44350926;Action|Drama;455;6.0;109;2003-04-04
F. Gary Gray;9562;Timeline;10.428;80000000;43935763;Action|Adventure|Science Fiction;573;5.7;116;2003-11-26
Richard Donner;10782;Basic;11.464;50000000;42792561;Action|Drama|Mystery|Thriller|Crime;536;6.4;98;2003-04-18
John McTiernan;1088;Whale Rider;7.852;8000000;41400000;Drama|Family;186;7.4;101;2003-01-30
Niki Caro;10152;Dumb and Dumberer: When Harry Met Lloyd;9.322;19000000;39267515;Comedy;443;4.1;85;2003-04-14
Troy Miller;11615;The Life of David Gale;11.061;50000000;38955598;Drama|Thriller|Crime;963;7.4;130;2003-02-21
Alan Parker;9776;Head of State;7.881;35200000;37788228;Comedy;133;5.6;95;2003-03-28
Chris Rock;11817;Bulletproof Monk;10.609;52000000;37713879;Action|Comedy|Fantasy;489;5.3;104;2003-03-28
Paul Hunter;14926;Uptown Girls;8.485;20000000;37095657;Comedy;401;6.3;92;2003-08-15
Boaz Yakin;10632;The Hunted;7.66;55000000;34234008;Drama|Action|Thriller|Crime;350;6.0;94;2003-03-11
William Friedkin;13411;Malibu's Most Wanted;8.08;15000000;34000000;Comedy|Crime;138;5.2;86;2003-04-10
John Whitesell;3635;Girl with a Pearl Earring;10.64;0;31466789;Drama|Romance;786;6.6;101;2003-08-31
Peter Webber;11547;Cabin Fever;9.412;1500000;30553395;Horror;637;5.6;93;2003-08-15
Eli Roth;22309;The Fighting Temptations;7.91;15000000;30238577;Comedy|Music|Romance;75;5.7;122;2003-09-17
Jonathan Lynn;5653;Luther;6.244;30000000;29413900;Drama|History;167;6.2;123;2003-10-29
Eric Till;9902;Wrong Turn;12.582;12600000;28650575;Horror|Thriller;1263;6.2;84;2003-05-30
Rob Schmidt;11423;살인의 추억;15.035;2800000;26000000;Crime|Drama|Thriller;1024;8.1;131;2003-04-24
Bong Joon-ho;10944;In the Cut;8.524;12000000;23726793;Mystery|Thriller|Drama;170;5.1;119;2003-09-09
Jane Campion;12253;Biker Boyz;7.919;24000000;23510601;Action|Drama;130;5.4;110;2003-01-31
Reggie Rock Bythewood;10743;Confidence;16.747;15000000;23014206;Action|Comedy|Thriller|Crime|Mystery;219;6.3;97;2003-04-25
James Foley;302;Swimming Pool;10.294;7800000;22441323;Crime|Thriller;309;6.4;102;2003-05-18
François Ozon;12767;Cold Creek Manor;8.003;0;21384035;Mystery|Thriller;225;5.2;118;2003-09-19
Mike Figgis;5146;The In-Laws;7.599;0;20440627;Action|Comedy;131;5.7;98;2003-05-23
Andrew Fleming;10720;Down with Love;9.26;35000000;20298207;Comedy|Romance;397;6.1;101;2003-05-08
Peyton Reed;9316;Ong Bak;10.029;1100000;20112926;Action|Thriller;884;7.0;105;2003-01-21
Prachya Pinkaew;7288;Duplex;12.627;40000000;19322135;Comedy;1039;6.0;89;2003-09-26
Danny DeVito;13370;A Mighty Wind;9.528;6000000;18750246;Comedy|Music;128;6.9;91;2003-04-16
Christopher Guest;2662;House of 1000 Corpses;10.97;7000000;17949758;Horror;698;6.2;89;2003-04-11
