director;id;original_title;popularity;budget;revenue;genres;vote_count;vote_average;runtime;release_date
Francis Ford Coppola;242;The Godfather: Part III;16.851;54000000;136766062;Crime|Drama|Thriller;3208;7.4;162;1990-12-24
John G. Avildsen;1375;Rocky V;14.179;42000000;119946358;Drama;1616;5.6;104;1990-10-18
Warren Beatty;8592;Dick Tracy;11.425;47000000;103738726;Adventure|Action|Comedy|Thriller|Crime;462;6.1;103;1990-04-05
Phillip Ko;170805;東方老虎;0.966;0;91285865;Comedy|Action|Adventure;2;6.0;87;1990-10-25
Joel Schumacher;1551;Flatliners;14.99;26000000;61489265;Drama|Horror|Science Fiction|Thriller;814;6.4;115;1990-08-10
Rob Reiner;1700;Misery;12.79;20000000;61276872;Drama|Thriller;2353;7.7;107;1990-11-30
Stephen Hopkins;169;Predator 2;18.996;35000000;57120318;Science Fiction|Action|Thriller;1454;6.0;108;1990-11-20
Frank Marshall;6488;Arachnophobia;8.466;31000000;53208180;Comedy|Horror;763;6.3;103;1990-07-20
Tim Burton;162;Edward Scissorhands;18.349;20000000;53000000;Fantasy|Drama|Romance;7993;7.7;105;1990-12-05
Penny Marshall;11005;Awakenings;10.161;0;52096475;Drama;1231;7.8;120;1990-12-04
Sam Raimi;9556;Darkman;8.891;16000000;48878502;Action|Science Fiction|Crime;646;6.4;96;1990-08-24
Ron Underwood;9362;Tremors;11.893;11000000;48572000;Action|Horror;1676;6.6;96;1990-01-19
Mike Gabriel;11135;The Rescuers Down Under;2.929;37931000;47431461;Adventure|Animation|Family|Fantasy;668;6.6;77;1990-11-16
Bruce Malmuth;9569;Hard to Kill;11.353;10000000;47410000;Action;272;5.7;96;1990-02-09
Martin Scorsese;769;GoodFellas;28.133;25000000;46836394;Drama|Crime;6273;8.4;145;1990-09-12
Dwight H. Little;10173;Marked for Death;9.751;12000000;46044400;Action;210;5.8;94;1990-10-05
Irvin Kershner;5549;RoboCop 2;16.163;35000000;45681173;Action|Adventure|Crime|Science Fiction|Thriller;888;5.8;117;1990-06-22
Joe Dante;928;Gremlins 2: The New Batch;14.897;50000000;41482207;Comedy|Horror|Fantasy;1368;6.4;106;1990-06-15
John Patrick Shanley;2565;Joe Versus the Volcano;8.439;0;39404261;Comedy|Romance;265;5.6;102;1990-03-09
Mike Nichols;22414;Postcards from the Edge;7.089;22000000;39071603;Comedy|Drama;121;6.6;101;1990-09-12
William Peter Blatty;11587;The Exorcist III;7.336;0;39024251;Thriller|Horror|Mystery;269;6.0;110;1990-08-17
John Lafia;11186;Child's Play 2;15.695;13000000;35763605;Drama|Horror;779;6.0;84;1990-11-09
Richard Benjamin;4587;Mermaids;12.089;31000000;35419397;Comedy|Drama|Romance;244;6.7;110;1990-12-14
Roger Spottiswoode;11856;Air America;9.847;0;33461269;Action|Adventure|Comedy|Drama;283;5.7;112;1990-08-10
Peter Weir;12157;Green Card;7.854;0;29888235;Comedy|Drama|Romance;226;6.1;108;1990-12-23
John Schlesinger;2990;Pacific Heights;7.708;0;29381956;Thriller;148;6.1;102;1990-09-28
Mike Figgis;11060;Internal Affairs;10.675;0;27734391;Crime|Drama;162;6.4;114;1990-01-12
Roger Donaldson;10164;Cadillac Man;7.268;0;27575086;Comedy|Drama|Crime;108;5.6;97;1990-05-18
Reginald Hudlin;16094;House Party;6.582;2500000;26386000;Comedy|Drama;94;6.2;100;1990-03-09
Adrian Lyne;2291;Jacob's Ladder;11.772;25000000;25965144;Drama|Mystery|Horror;748;7.4;113;1990-11-02
Lewis Teague;427910;Navy Seals;9.73;0;25069101;Action|Thriller|Adventure;93;5.6;113;1990-07-20
Sidney Poitier;10485;Ghost Dad;6.769;0;24707633;Comedy|Family|Fantasy;97;5.0;84;1990-06-29
Sheldon Lettich;9399;Lionheart;13.134;6000000;24271196;Action;386;6.1;105;1990-06-07
Ben Burtt;15087;Blue Planet;4.354;0;22800000;Documentary;15;5.9;40;1990-01-01
Robert Resnikoff;41374;The First Power;2.794;10000000;22424195;Crime|Thriller|Horror;27;5.6;98;1990-04-06
Chu Yen-ping;322115;異域;1.23;0;22217139;War;0;0.0;125;1990-08-28
Clint Eastwood;6723;The Rookie;10.087;10000000;21633874;Action|Crime|Drama|Thriller;253;5.8;120;1990-12-06
Franco Zeffirelli;10264;Hamlet;10.082;0;20710451;Drama|History;218;6.7;130;1990-12-19
Renny Harlin;9548;The Adventures of Ford Fairlane;15.464;49000000;20423389;Action|Comedy|Thriller|Crime|Mystery;110;6.3;104;1990-07-11
John Erman;47329;Stella;4.255;0;20240128;Romance|Drama;14;6.0;109;1990-02-02
Alan Alda;18913;Betsy's Wedding;3.199;0;19740070;Comedy;14;5.7;94;1990-06-22
Bob Hathcock;10837;DuckTales: The Movie - Treasure of the Lost Lamp;13.897;0;18115724;Adventure|Animation|Family|Comedy|Fantasy;445;6.8;74;1990-08-03
Luis Mandoki;41003;White Palace;10.095;0;17487531;Drama|Romance;67;6.5;103;1990-10-19
William Friedkin;32043;The Guardian;5.507;0;17037887;Drama|Horror|Mystery|Thriller;58;5.5;92;1990-04-27
Deran Sarafian;17466;Death Warrant;8.919;4000000;16853487;Action;225;5.6;93;1990-09-14
John Harrison;20701;Tales from the Darkside: The Movie;7.7;3500000;16324573;Thriller|Comedy|Fantasy|Horror;163;6.1;93;1990-05-03
George T. Miller;34636;The NeverEnding Story II: The Next Chapter;11.328;32000000;16283667;Drama|Family|Fantasy|Adventure;408;5.6;89;1990-10-24
Spike Lee;41823;Mo' Better Blues;10.241;10000000;16153593;Drama|Romance|Music|Comedy;95;6.5;129;1990-08-03
Brian De Palma;9586;The Bonfire of the Vanities;9.855;47000000;15691192;Comedy|Drama;237;5.6;125;1990-12-21
Tony Scott;14249;Revenge;10.539;0;15645616;Romance|Thriller;189;6.4;123;1990-02-16
Barbet Schroeder;38718;Reversal of Fortune;7.794;0;15445131;Drama;134;6.7;111;1990-10-05
James Orr;2612;Mr. Destiny;9.568;20000000;15379253;Fantasy|Comedy|Science Fiction|Romance;102;6.2;110;1990-10-12
Patrick Read Johnson;34086;Spaced Invaders;5.69;3000000;15369573;Comedy|Family|Science Fiction;41;4.9;100;1990-04-27
Nicolas Roeg;10166;The Witches;9.168;0;15360553;Adventure|Fantasy|Horror|Family;486;6.7;91;1990-05-25
Bill Murray;10729;Quick Change;11.256;15000000;15260154;Comedy|Crime|Mystery;128;6.6;89;1990-07-13
Nils Gaup;71805;Håkon Håkonsen;45.711;8500000;15024232;Adventure|Family;22;6.5;92;1990-10-03
David Lynch;483;Wild at Heart;9.751;9500000;14560247;Comedy|Crime|Thriller;719;7.1;124;1990-08-17
Harry Hook;10847;Lord of the Flies;8.512;0;13985225;Adventure|Drama|Thriller;275;6.4;90;1990-03-16
Stephen Frears;18129;The Grifters;7.86;0;13446769;Crime|Drama;186;6.7;110;1990-10-10
Ralph S. Singleton;19158;Graveyard Shift;9.227;10500000;11582891;Drama|Horror;100;5.0;89;1990-10-26
Philip Kaufman;17993;Henry & June;9.953;0;11567449;Romance;86;6.4;136;1990-09-28
Donald Petrie;24073;Opportunity Knocks;4.223;0;11359129;Comedy;29;5.9;103;1990-03-30
Jack Nicholson;32669;The Two Jakes;8.482;19000000;10000000;Crime|Drama|Mystery;86;6.0;138;1990-08-10
Sydney Pollack;22189;Havana;4.776;40000000;9243140;Drama|Romance;52;5.7;144;1990-12-11
Craig R. Baxley;19384;Dark Angel;8.751;7000000;9229401;Action|Thriller|Science Fiction|Crime|Horror;134;6.0;91;1990-01-26
Clive Barker;20481;Nightbreed;11.052;11000000;8862354;Action|Drama|Fantasy|Horror;194;6.4;102;1990-02-16
Rich Correll;22585;Ski Patrol;3.515;0;8533973;Comedy;18;4.7;91;1990-01-12
John Waters;9768;Cry-Baby;15.524;11000000;8266343;Comedy|Music|Romance;804;6.4;85;1990-04-05
Leonard Nimoy;39140;Funny About Love;5.017;0;8141292;Comedy|Drama|Romance;12;5.1;101;1990-09-21
Kathryn Bigelow;9491;Blue Steel;8.14;0;7701707;Thriller;140;5.8;98;1990-03-16
John Cornell;25943;Almost an Angel;4.742;25000000;6939946;Drama|Comedy;53;5.8;95;1990-12-21
Aaron Norris;19086;Delta Force 2: The Colombian Connection;9.067;0;6698361;Action;79;5.3;111;1990-08-24
Franco Amurri;12719;Flashback;5.999;0;6488144;Action|Comedy|Crime;43;6.7;108;1990-02-02
Claes Eriksson;53703;Macken - Roy's & Roger's Bilservice;1.582;1497520;6137054;Comedy;7;4.6;92;1990-12-23
Tom Savini;19185;Night of the Living Dead;11.275;4200000;5835247;Horror;405;6.7;88;1990-10-18
Martin Ritt;36094;Stanley & Iris;5.545;23000000;5820015;Drama|Romance;59;6.6;104;1990-02-09
Jeff Burr;25018;Leatherface: The Texas Chainsaw Massacre III;8.168;0;5765562;Horror|Thriller;194;5.3;81;1990-01-12
Richard Stanley;11309;Hardware;9.074;1500000;5728953;Horror|Science Fiction|Thriller;141;5.7;93;1990-09-14
Bob Clark;24558;Loose Cannons;6.445;1500000;5585154;Comedy|Crime;36;5.3;94;1990-02-09
Joel Coen;379;Miller's Crossing;11.246;14000000;5080409;Drama|Thriller|Crime;818;7.6;115;1990-09-21
Luc Besson;9322;Nikita;8.529;8538703;5000000;Action|Thriller;1031;7.2;117;1990-02-21
James D. Parriott;41817;Heart Condition;4.221;0;4134992;Comedy|Crime|Drama;43;5.7;100;1990-02-02
Jim Abrahams;31923;Welcome Home, Roxy Carmichael;11.843;0;3989297;Comedy|Drama;49;6.5;95;1990-10-12
Jennie Livingston;31225;Paris Is Burning;7.807;500000;3779620;Documentary;220;8.3;71;1990-03-13
Álvaro Sáenz de Heredia;77301;Aquí huele a muerto... (¡Pues yo no he sido!);2.613;0;3073994;Horror|Comedy;7;4.0;None;1990-01-26
Michael Cimino;31676;Desperate Hours;5.331;18000000;2700000;Mystery|Thriller;68;5.5;105;1990-10-05
James Cameron;280;Terminator 2: Judgment Day;31.42;102000000;520000000;Action|Thriller|Science Fiction;7301;7.9;137;1991-07-03
Kevin Reynolds;8367;Robin Hood: Prince of Thieves;13.101;48000000;390493908;Adventure|Action|Drama|Romance;1802;6.8;143;1991-06-14
Gary Trousdale;10020;Beauty and the Beast;27.768;25000000;377350553;Romance|Family|Animation|Fantasy;6213;7.7;84;1991-11-13
Steven Spielberg;879;Hook;14.826;70000000;300854823;Adventure|Fantasy|Comedy|Family;3208;6.9;142;1991-12-11
Jonathan Demme;274;The Silence of the Lambs;5.388;19000000;272742922;Crime|Drama|Thriller|Horror;9237;8.3;119;1991-02-01
Oliver Stone;820;JFK;14.12;40000000;205405498;Drama|Thriller|History;1004;7.7;189;1991-12-20
Barry Sonnenfeld;2907;The Addams Family;21.521;30000000;191502426;Horror|Comedy|Fantasy;2405;7.0;99;1991-11-22
Martin Scorsese;1598;Cape Fear;16.004;35000000;182300000;Thriller;1575;7.2;128;1991-11-15
Jim Abrahams;9595;Hot Shots!;22.677;26000000;181096164;Action|Comedy|War;1064;6.5;84;1991-07-31
Ron Underwood;1406;City Slickers;9.767;27000000;179033791;Comedy|Western;402;6.4;112;1991-06-07
Joseph Ruben;7442;Sleeping with the Enemy;10.246;19000000;174999005;Drama|Crime|Thriller;501;6.4;99;1991-01-13
Ron Howard;2924;Backdraft;12.585;75000000;152368585;Action|Crime|Drama|Mystery|Thriller;684;6.6;137;1991-05-24
Jon Avnet;1633;Fried Green Tomatoes;9.699;11000000;119418501;Drama|Comedy;685;7.7;130;1991-12-27
Nicholas Meyer;174;Star Trek VI: The Undiscovered Country;8.719;27000000;96900000;Science Fiction|Action|Adventure|Thriller;669;6.9;113;1991-12-05
Charles Shyer;11846;Father of the Bride;10.408;0;89325780;Comedy|Romance;698;6.3;105;1991-12-20
David Zucker;37137;The Naked Gun 2½: The Smell of Fear;13.357;23000000;86930411;Comedy|Crime;1086;6.8;85;1991-06-28
Kathryn Bigelow;1089;Point Break;12.593;24000000;83531958;Action|Thriller|Crime;1764;7.1;120;1991-07-12
Michael Pressman;1497;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;11.39;25000000;78656813;Science Fiction|Adventure|Action|Comedy|Family;536;6.0;88;1991-03-22
Barbra Streisand;10333;The Prince of Tides;8.052;30000000;74787599;Drama|Romance;119;6.6;132;1991-12-25
John Badham;11384;The Hard Way;9.594;0;65595485;Action|Comedy|Crime;196;6.2;111;1991-03-08
Frank Oz;10276;What About Bob?;10.701;35000000;63710000;Comedy;442;6.8;100;1991-05-17
Joe Johnston;10249;The Rocketeer;11.795;42000000;62000000;Action|Adventure|Science Fiction|Family;445;6.4;108;1991-06-21
Tony Scott;9319;The Last Boy Scout;12.644;29000000;59509925;Action|Thriller;913;6.6;105;1991-12-11
Howard Zieff;4032;My Girl;11.738;17000000;59489799;Comedy|Drama;944;7.1;103;1991-11-27
John Singleton;650;Boyz n the Hood;10.51;6500000;57504069;Crime|Drama;766;7.5;112;1991-07-12
Barry Levinson;10337;Bugsy;9.502;30000000;49114016;Crime|Drama|Mystery;161;6.4;134;1991-12-10
Mario Van Peebles;10952;New Jack City;12.564;8500000;47624253;Thriller|Crime|Drama;233;6.7;97;1991-03-08
Ridley Scott;1541;Thelma & Louise;15.291;16000000;45361000;Drama|Thriller|Crime|Adventure;1611;7.5;130;1991-05-24
Terry Gilliam;177;The Fisher King;9.954;24000000;41895491;Comedy|Drama;678;7.3;138;1991-09-09
Simon Wells;10380;An American Tail: Fievel Goes West;12.561;0;40766041;Adventure|Animation|Family|Western;403;6.3;75;1991-11-21
John Flynn;14362;Out for Justice;10.573;14000000;39673161;Action;206;6.1;91;1991-04-12
Randa Haines;26142;The Doctor;4.208;12000000;38120905;Drama;37;6.5;122;1991-07-24
Kenneth Branagh;11498;Dead Again;7.634;0;38016380;Thriller|Romance;172;6.5;107;1991-08-23
Michael Hoffman;25562;Soapdish;7.938;0;36489888;Comedy;115;6.1;97;1991-05-31
Rachel Talalay;11284;Freddy's Dead: The Final Nightmare;13.831;11000000;34872033;Horror|Thriller|Comedy;602;5.2;89;1991-09-05
Randal Kleiser;12227;White Fang;10.936;14000000;34793160;Action|Adventure|Drama|Family;290;6.6;107;1991-01-18
Oliver Stone;10537;The Doors;12.018;38000000;34416893;Drama|Music;585;6.9;140;1991-03-01
Spike Lee;1713;Jungle Fever;9.224;14000000;32482682;Drama|Romance;147;6.3;132;1991-06-07
Sheldon Lettich;9594;Double Impact;11.721;15000000;30102717;Thriller|Action|Crime|Drama;427;5.5;110;1991-07-31
Stephen Herek;15413;Don't Tell Mom the Babysitter's Dead;10.367;10000000;25196249;Comedy|Family;198;6.0;105;1991-06-07
Nadia Tass;19065;Pure Luck;6.117;17010000;24941969;Comedy|Crime|Mystery;58;5.5;96;1991-08-09
John Landis;11890;Oscar;10.14;35000000;23562716;Comedy;258;6.3;109;1991-04-26
Mark Rydell;25221;For the Boys;5.124;40000000;23202444;Music|Drama;33;6.4;138;1991-11-22
Garry Marshall;3784;Frankie and Johnny;11.676;29000000;22773535;Drama|Romance;259;6.7;118;1991-10-18
Chris Columbus;2611;Only the Lonely;5.107;0;21830957;Comedy|Romance;71;6.0;104;1991-05-24
Russell Mulcahy;9546;Ricochet;14.14;0;21760000;Crime;139;6.1;109;1991-10-04
Jack Bender;11187;Child's Play 3;15.615;13000000;20560255;Thriller|Horror|Action;674;5.7;90;1991-08-30
Michael Karbelnikoff;21219;Mobsters;6.806;23000000;20246790;Drama|Action|Thriller|Crime;68;5.9;104;1991-07-26
Mary Agnes Donoghue;68430;Paradise;4.947;34000000;18634643;Drama|Family|Romance;28;6.2;111;1991-09-18
Michael Lehmann;9292;Hudson Hawk;12.809;65000000;17218080;Action|Adventure|Comedy;487;5.7;100;1991-05-23
Russell Mulcahy;8010;Highlander 2: The Quickening;9.11;30000000;15556340;Fantasy;401;4.7;91;1991-10-11
James Dearden;31696;A Kiss Before Dying;5.44;0;15429177;Mystery|Thriller|Crime;39;5.9;95;1991-04-26
Daniel Petrie Jr.;10750;Toy Soldiers;7.506;0;15073942;Action|Adventure|Thriller;147;6.4;112;1991-04-24
Rob Lieberman;13644;All I Want For Christmas;6.167;0;14812000;Family|Drama|Comedy;51;5.8;92;1991-11-08
Christian Duguay;24331;Scanners II: The New Order;6.425;0;14225876;Horror|Science Fiction|Action;54;4.7;104;1991-06-28
Mark DiSalle;34421;The Perfect Weapon;5.266;10000000;14061361;Action|Drama;40;5.9;87;1991-03-15
Ate de Jong;10379;Drop Dead Fred;7.158;6788000;13878334;Comedy|Fantasy|Family;185;6.1;103;1991-04-19
Mike Newell;26561;Enchanted April;3.969;0;13200170;Romance|Drama;38;7.0;89;1991-11-06
Jerry Rees;31633;The Marrying Man;5.608;26000000;12454768;Action|Comedy|Romance|Thriller|Drama;44;5.4;116;1991-04-05
Don Bluth;20421;Rock-A-Doodle;10.614;18000000;11657385;Comedy|Family|Animation|Fantasy|Music;123;5.9;77;1991-08-02
Wolfgang Petersen;2071;Shattered;4.94;22000000;11511031;Mystery|Thriller;65;6.4;98;1991-10-11
Bryan Gordon;16270;Career Opportunities;12.291;6000000;11336986;Drama|Comedy|Romance;106;5.9;83;1991-03-29
Rod Daniel;53287;The Super;4.582;22000000;11000863;Comedy;45;5.8;84;1991-10-04
Bill Duke;41780;A Rage in Harlem;5.111;8000000;10400000;Crime|Comedy;25;5.8;115;1991-05-03
Ken Kwapis;17956;He Said, She Said;5.859;0;9804775;Comedy|Drama|Romance;47;5.4;115;1991-02-22
Paul Mazursky;47762;Scenes from a Mall;3.914;3000000;9563393;Comedy;35;5.2;89;1991-02-22
Matthew Robbins;16790;Bingo;5.451;10000000;8667684;Action|Adventure|Comedy|Family;48;5.0;90;1991-08-09
Dan Aykroyd;11933;Nothing but Trouble;10.115;40000000;8479793;Comedy|Adventure;162;5.1;94;1991-02-14
Burt Kennedy;11504;Suburban Commando;9.217;11000000;8000000;Action|Comedy|Family|Science Fiction;80;4.9;88;1991-10-04
William Dear;22434;If Looks Could Kill;6.784;0;7788597;Adventure|Action|Comedy;73;5.7;88;1991-03-15
Kevin Hooks;45147;Strictly Business;4.101;0;7683267;Comedy|Romance;13;5.8;84;1991-11-08
Simon Wincer;2453;Harley Davidson and the Marlboro Man;9.986;23000000;7434726;Action|Thriller;171;6.3;98;1991-08-23
Mira Nair;41791;Mississippi Masala;4.189;0;7310000;Drama|Romance;36;6.6;118;1991-09-18
Gus Van Sant;468;My Own Private Idaho;13.047;2500000;6401336;Drama|Adventure;504;7.1;104;1991-02-01
Martha Coolidge;32221;Rambling Rose;6.438;7500000;6266621;Drama;30;6.6;112;1991-09-10
Jonathan Wacks;53027;Mystery Date;4.222;0;6166819;Comedy|Romance;20;5.5;97;1991-08-16
Joel Coen;290;Barton Fink;8.575;9000000;6153939;Comedy|Drama;863;7.5;116;1991-08-01
Tom Mankiewicz;28117;Delirious;6.391;18000000;5546827;Fantasy|Comedy|Romance;50;5.6;96;1991-08-09
Michael Schultz;61435;Livin' Large!;2.712;0;5467959;Comedy|Drama;8;6.6;96;1991-09-20
Charles Lane;56385;True Identity;2.996;0;4693236;Comedy;18;5.7;93;1991-07-23
Aaron Norris;31544;The Hitman;4.844;0;4654288;Action|Crime|Thriller;34;5.3;95;1991-05-01
Peter Faiman;25330;Dutch;7.785;17000000;4603929;Comedy;105;6.4;107;1991-07-19
Gabriele Salvatores;38251;Mediterraneo;9.031;0;4532791;Comedy|Romance|War;474;7.7;96;1991-01-31
Geoff Burrowes;48129;Run;2.725;16000000;4409328;Action|Thriller|Drama;19;5.8;91;1991-02-01
John Woo;47423;縱橫四海;7.119;0;4303351;Action|Comedy|Thriller|Crime;51;6.8;103;1991-02-02
Mark Herrier;39875;Popcorn;4.413;0;4205000;Horror;45;5.6;91;1991-02-01
Tsui Hark;10617;黃飛鴻;11.595;0;3826459;Action|Drama;180;7.3;134;1991-08-15
Stewart Raffill;34376;Mannequin Two: On the Move;8.258;13000000;3752426;Fantasy|Comedy|Science Fiction|Romance;60;5.1;95;1991-05-17
Jeffrey Hornaday;25674;Shout;3.512;0;3547684;Drama|Romance;14;5.8;89;1991-10-04
Ng Min-Kan;104639;Ren gui shen;1.178;0;3401771;Horror;0;0.0;90;1991-01-01
Álvaro Sáenz de Heredia;77680;El robobo de la jojoya;1.73;0;3370574;Comedy;12;4.5;82;1991-12-20
Franc Roddam;24734;K2;10.78;0;3106559;Thriller|Action|Adventure|Drama;64;5.7;102;1991-10-09
Robert Mulligan;17474;The Man in the Moon;10.07;0;2853801;Drama|Family|Romance;129;7.2;99;1991-09-30
William A. Graham;13888;Return to the Blue Lagoon;11.422;11000000;2807854;Adventure|Drama;382;5.6;98;1991-08-02
Woody Allen;19200;Shadows and Fog;8.092;14000000;2735731;Thriller|Comedy;166;6.9;85;1991-12-05
John Duigan;21828;Flirting;5.138;0;2415396;Drama|Romance;35;7.0;99;1991-03-20
Frank De Felitta;41793;Scissors;3.301;0;2368000;Drama|Thriller;19;5.3;105;1991-03-22
Mark L. Lester;13154;Showdown in Little Tokyo;7.328;8000000;2275557;Action|Thriller;184;6.0;79;1991-08-23
Jim Jarmusch;339;Night on Earth;6.469;3500000;2015810;Comedy|Drama;382;7.6;129;1991-12-12
Krzysztof Kieślowski;1600;La double vie de Véronique;8.057;0;1999955;Drama|Thriller;299;7.7;98;1991-05-15
Ron Clements;812;Aladdin;39.199;28000000;504050219;Animation|Family|Adventure|Fantasy|Romance;7115;7.6;90;1992-11-25
Mick Jackson;619;The Bodyguard;16.947;25000000;411006740;Thriller|Action|Drama|Music|Romance;1449;6.5;129;1992-11-25
Chris Columbus;772;Home Alone 2: Lost in New York;27.554;18000000;358991681;Comedy|Family|Adventure|Crime;5344;6.5;120;1992-11-19
Paul Verhoeven;402;Basic Instinct;16.223;49000000;352927224;Thriller|Mystery;1708;6.7;127;1992-03-20
Richard Donner;943;Lethal Weapon 3;20.055;35000000;321731527;Adventure|Action|Comedy|Thriller|Crime;1515;6.6;118;1992-05-15
Tim Burton;364;Batman Returns;17.458;80000000;280000000;Action|Fantasy;3533;6.8;126;1992-06-19
Rob Reiner;881;A Few Good Men;14.504;40000000;243240178;Drama;1744;7.4;138;1992-12-11
Emile Ardolino;2005;Sister Act;13.78;31000000;231605150;Music|Comedy;1749;6.7;100;1992-05-28
Francis Ford Coppola;6114;Dracula;16.29;40000000;215862692;Romance|Horror;2530;7.4;128;1992-11-13
Penelope Spheeris;8872;Wayne's World;12.606;20000000;183097323;Music|Comedy;1283;6.6;94;1992-02-14
Phillip Noyce;9869;Patriot Games;13.903;45000000;178051587;Drama|Action|Thriller|Crime;799;6.6;117;1992-06-04
David Fincher;8077;Alien³;17.421;50000000;159773545;Science Fiction|Action|Horror;3041;6.3;114;1992-05-22
Clint Eastwood;33;Unforgiven;16.719;14000000;159157447;Western;2100;7.9;131;1992-08-07
Andrew Davis;8845;Under Siege;11.395;35000000;156563139;Action|Thriller;718;6.2;103;1992-10-08
Robert Zemeckis;9374;Death Becomes Her;11.768;55000000;149022650;Comedy|Fantasy;1326;6.6;104;1992-07-30
Ron Howard;11259;Far and Away;10.854;60000000;137783840;Adventure|Drama|Romance|Western;567;6.6;140;1992-05-22
Martin Brest;9475;Scent of a Woman;12.706;31000000;134095253;Drama;1501;7.7;157;1992-12-23
Penny Marshall;11287;A League of Their Own;11.932;40000000;132440069;Comedy|Drama|History;712;7.1;128;1992-07-01
Steve Miner;10326;Forever Young;9.996;0;128000000;Adventure|Fantasy|Drama|Science Fiction|Romance;442;6.3;102;1992-12-16
Phil Alden Robinson;2322;Sneakers;8.455;0;105232691;Comedy|Crime|Drama;485;6.9;126;1992-09-09
Ron Shelton;10158;White Men Can't Jump;9.504;0;90753806;Comedy|Drama;603;6.5;115;1992-03-26
Curtis Hanson;11087;The Hand that Rocks the Cradle;11.407;11700000;88036683;Drama|Thriller;415;6.7;110;1992-01-10
